Code,Name,Country,Exchange,Currency,Type
GEGP,"Gold Entertainment Group, Inc",USA,PINK,USD,Common Stock
GEGR,"Gaensel Energy Group, Inc",USA,PINK,USD,Common Stock
GEGYF,Genel Energy plc,USA,PINK,USD,Common Stock
GEGYY,Genel Energy plc,USA,PINK,USD,Common Stock
GEHDY,Great Eastern Holdings Limited,USA,PINK,USD,Common Stock
GEIN,"Genesys Industries, Inc",USA,PINK,USD,Common Stock
GEL,"Genesis Energy, L.P",USA,NYSE,USD,Common Stock
GELGF,Chatham Rock Phosphate Limited,USA,OTCGREY,USD,Common Stock
GELV,"Green Energy Live, Inc",USA,OTCCE,USD,Common Stock
GELYF,Geely Automobile Holdings Limited,USA,PINK,USD,Common Stock
GELYY,Geely Automobile Holdings Limited,USA,PINK,USD,Common Stock
GEN,"Genesis Healthcare, Inc",USA,NYSE,USD,Common Stock
GENC,"Gencor Industries, Inc",USA,NASDAQ,USD,Common Stock
GENE,Genetic Technologies Limited,USA,NASDAQ,USD,Common Stock
GENGF,Gear Energy Ltd,USA,PINK,USD,Common Stock
GENH,Generation Hemp Inc,USA,OTCQB,USD,Common Stock
GENMF,Generation Mining Limited,USA,OTCQB,USD,Common Stock
GENN,"Genesis Healthcare, Inc",USA,PINK,USD,Common Stock
GENPF,Genix Pharmaceuticals Corporation,USA,OTCGREY,USD,Common Stock
GENSF,Genus plc,USA,PINK,USD,Common Stock
GENTF,G5 Entertainment AB (publ),USA,OTCQX,USD,Common Stock
GENX,"Genex Pharmaceutical, Inc",USA,PINK,USD,Common Stock
GEO,"The GEO Group, Inc",USA,NYSE,USD,Common Stock
GEOR,GeoPetro Resources Company,USA,PINK,USD,Common Stock
GEOS,Geospace Technologies Corporation,USA,NASDAQ,USD,Common Stock
GEPC,"Gepco, Ltd",USA,OTCCE,USD,Common Stock
GERFF,Glen Eagle Resources Inc,USA,OTCGREY,USD,Common Stock
GERI,"Global Energy Resources, Inc",USA,OTCCE,USD,Common Stock
GERN,Geron Corporation,USA,NASDAQ,USD,Common Stock
GERS,GreenShift Corporation,USA,PINK,USD,Common Stock
GES,"Guess', Inc",USA,NYSE,USD,Common Stock
GESI,General European Strategic Investments Inc,USA,PINK,USD,Common Stock
GETH,Green EnviroTech Holdings Corp,USA,PINK,USD,Common Stock
GETPF,Getech Group Plc,USA,PINK,USD,Common Stock
GETVF,"Mediaset España Comunicación, S.A",USA,PINK,USD,Common Stock
GETVY,"Mediaset Espana Comunicacion, S.A",USA,OTCGREY,USD,Common Stock
GEVI,"General Environmental Management, Inc",USA,PINK,USD,Common Stock
GEVO,"Gevo, Inc",USA,NASDAQ,USD,Common Stock
GFASY,Gafisa S.A,USA,PINK,USD,Common Stock
GFCI,"Grifco International, Inc",USA,OTCCE,USD,Common Stock
GFCJ,Guaranty Financial Corporation,USA,PINK,USD,Common Stock
GFDV,"General Finance & Development, Inc",USA,PINK,USD,Common Stock
GFED,"Guaranty Federal Bancshares, Inc",USA,NASDAQ,USD,Common Stock
GFF,Griffon Corporation,USA,NYSE,USD,Common Stock
GFGSF,GFG Resources Inc,USA,OTCQB,USD,Common Stock
GFGVF,Fast Line Holding Inc,USA,PINK,USD,Common Stock
GFGY,"Granite Falls Energy, LLC",USA,OTCGREY,USD,Common Stock
GFI,Gold Fields Limited,USA,NYSE,USD,Common Stock
GFIOF,Gold Fields Limited,USA,PINK,USD,Common Stock
GFIZF,Gfinity plc,USA,PINK,USD,Common Stock
GFKRF,Opus One Gold Corporation,USA,OTCGREY,USD,Common Stock
GFKSY,Gulf Keystone Petroleum Limited,USA,PINK,USD,Common Stock
GFL,GFL Environmental Inc,USA,NYSE,USD,Common Stock
GFLU,GFL Environmental Inc,USA,NYSE,USD,Common Stock
GFMH,Goliath Film and Media Holdings,USA,PINK,USD,Common Stock
GFN,General Finance Corporation,USA,NASDAQ,USD,Common Stock
GFNCP,General Finance Corporation,USA,NASDAQ,USD,Common Stock
GFNSZ,GFNSZ,USA,NASDAQ,USD,Common Stock
GFSZF,G4S plc,USA,PINK,USD,Common Stock
GFSZY,G4S plc,USA,PINK,USD,Common Stock
GFTRF,Gold'n Futures Mineral Corp,USA,PINK,USD,Common Stock
GFTX,"Global Fiber Technologies, Inc",USA,PINK,USD,Common Stock
GFX,Golden Falcon Acquisition Corp,USA,NYSE,USD,Common Stock
GFX-U,GFX-U,USA,NYSE,USD,Common Stock
GFX-WS,GFX-WS,USA,NYSE,USD,Common Stock
GGABF,Grupo Financiero Galicia S.A,USA,OTCGREY,USD,Common Stock
GGAL,Grupo Financiero Galicia S.A,USA,NASDAQ,USD,Common Stock
GGAZF,Goldgroup Mining Inc,USA,PINK,USD,Common Stock
GGB,Gerdau S.A,USA,NYSE,USD,Common Stock
GGBBF,"LXRandCo, Inc",USA,OTCGREY,USD,Common Stock
GGBL,Guar Global Limited,USA,OTCCE,USD,Common Stock
GGBXF,Green Growth Brands Inc,USA,PINK,USD,Common Stock
GGCPF,Generic Gold Corporation,USA,OTCQB,USD,Common Stock
GGDVF,Guangdong Investment Limited,USA,PINK,USD,Common Stock
GGDVY,Guangdong Investment Limited,USA,PINK,USD,Common Stock
GGG,Graco Inc,USA,NYSE,USD,Common Stock
GGGOF,Galane Gold Ltd,USA,OTCQB,USD,Common Stock
GGGRF,Global Gardens Group Inc,USA,PINK,USD,Common Stock
GGGSF,Greggs plc,USA,OTCGREY,USD,Common Stock
GGIFF,Garibaldi Resources Corp,USA,PINK,USD,Common Stock
GGII,"Green Globe International, Inc",USA,PINK,USD,Common Stock
GGISF,Genesis Metals Corp,USA,PINK,USD,Common Stock
GGLDF,Getchell Gold Corp,USA,OTCQB,USD,Common Stock
GGLT,"Giant Group, Ltd",USA,PINK,USD,Common Stock
GGLXF,GGL Resources Corp,USA,OTCGREY,USD,Common Stock
GGMCU,Glenfarne Merger Corp,USA,NASDAQ,USD,Common Stock
GGNDF,GN Store Nord A/S,USA,PINK,USD,Common Stock
GGNNW,"Genocea Biosciences, Inc. WT A EXP 010923",USA,PINK,USD,Common Stock
GGNPF,PT Gudang Garam Tbk,USA,PINK,USD,Common Stock
GGO,The Gabelli Go Anywhere Trust,USA,NYSE MKT,USD,Common Stock
GGPIU,"Gores Guggenheim, Inc",USA,NASDAQ,USD,Common Stock
GGPXF,G-Resources Group Limited,USA,PINK,USD,Common Stock
GGRGF,Groupe Gorgé SA,USA,PINK,USD,Common Stock
GGRN,Global Green Solutions Inc,USA,OTCCE,USD,Common Stock
GGROU,Golden Growers Cooperative,USA,OTCGREY,USD,Common Stock
GGSM,Gold and GemStone Mining Inc,USA,PINK,USD,Common Stock
GGT,The Gabelli Multimedia Trust Inc,USA,NYSE,USD,Common Stock
GGT-PG,The Gabelli Multimedia Trust Inc,USA,NYSE,USD,Common Stock
GGTHF,Golden Goliath Resources Ltd,USA,PINK,USD,Common Stock
GGTTF,GTEC Holdings Ltd,USA,OTCQB,USD,Common Stock
GGXXF,GGX Gold Corp,USA,OTCQB,USD,Common Stock
GGZ,The Gabelli Global Small and Mid Cap Value Trust,USA,NYSE,USD,Common Stock
GH,"Guardant Health, Inc",USA,NASDAQ,USD,Common Stock
GHAC,Gaming & Hospitality Acquisition Corp,USA,NASDAQ,USD,Common Stock
GHACU,Gaming & Hospitality Acquisition Corp.,USA,NASDAQ,USD,Common Stock
GHACW,Gaming & Hospitality Acquisition Corp,USA,NASDAQ,USD,Common Stock
GHAR,FHT Future Technology Ltd,USA,PINK,USD,Common Stock
GHAV,Grand Havana Inc,USA,PINK,USD,Common Stock
GHC,Graham Holdings Company,USA,NYSE,USD,Common Stock
GHEU,"Global Healthcare & Education Management, Inc",USA,OTCCE,USD,Common Stock
GHG,GreenTree Hospitality Group Ltd,USA,NYSE,USD,Common Stock
GHGH,GuanHua Corporation,USA,OTCCE,USD,Common Stock
GHGUF,The Go-Ahead Group plc,USA,PINK,USD,Common Stock
GHIFF,Gamehost Inc,USA,PINK,USD,Common Stock
GHIL,"Green and Hill Industries, Inc",USA,OTCCE,USD,Common Stock
GHIV,UWM Holdings Corporation,USA,NASDAQ,USD,Common Stock
GHL,"Greenhill & Co., Inc",USA,NYSE,USD,Common Stock
GHLD,Guild Holdings Company,USA,NYSE,USD,Common Stock
GHM,Graham Corporation,USA,NYSE,USD,Common Stock
GHMP,"Good Hemp, Inc",USA,PINK,USD,Common Stock
GHRI,Goliath Resources Inc,USA,PINK,USD,Common Stock
GHSI,"Guardion Health Sciences, Inc",USA,NASDAQ,USD,Common Stock
GHST,GHST World Inc,USA,PINK,USD,Common Stock
GHTI,G-H-3 International Inc,USA,OTCCE,USD,Common Stock
GHVI,"Gores Holdings VI, Inc",USA,NASDAQ,USD,Common Stock
GHVIU,"Gores Holdings VI, Inc",USA,NASDAQ,USD,Common Stock
GHVIW,"Gores Holdings VI, Inc",USA,NASDAQ,USD,Common Stock
GHVNF,GoldHaven Resources Corp,USA,OTCQB,USD,Common Stock
GIB,CGI Inc,USA,NYSE,USD,Common Stock
GIBX,"GIB Capital Group, Inc",USA,PINK,USD,Common Stock
GIDMF,Golden Independence Mining Corp,USA,OTCQB,USD,Common Stock
GIFI,"Gulf Island Fabrication, Inc",USA,NASDAQ,USD,Common Stock
GIFLF,"Grifols, S.A",USA,PINK,USD,Common Stock
GIFOF,"Grifols, S.A",USA,PINK,USD,Common Stock
GIFX,"GIFA, Inc",USA,OTCCE,USD,Common Stock
GIGA,Giga-tronics Incorporated,USA,OTCQB,USD,Common Stock
GIGGU,"GigCapital4, Inc. Unit",USA,NASDAQ,USD,Common Stock
GIGGW,"GigCapital4, Inc. Warrant",USA,NASDAQ,USD,Common Stock
GIGL,"Giggles N' Hugs, Inc",USA,PINK,USD,Common Stock
GIGM,GigaMedia Limited,USA,NASDAQ,USD,Common Stock
GIGNF,Genting Singapore Limited,USA,PINK,USD,Common Stock
GIGNY,Genting Singapore Limited,USA,PINK,USD,Common Stock
GIGU,"GigCapital4, Inc.",USA,,USD,Common Stock
GIII,"G-III Apparel Group, Ltd",USA,NASDAQ,USD,Common Stock
GIIXU,"Gores Holdings VIII, Inc. Unit",USA,NASDAQ,USD,Common Stock
GIK,"GigCapital3, Inc",USA,NYSE,USD,Common Stock
GIK-U,GIK-U,USA,NYSE,USD,Common Stock
GIK-UN,"GigCapital3, Inc",USA,NYSE,USD,Common Stock
GIK-WS,GIK-WS,USA,NYSE,USD,Common Stock
GIK-WT,GIK-WT,USA,NYSE,USD,Common Stock
GIKLY,"Grifols, S.A",USA,PINK,USD,Common Stock
GIL,Gildan Activewear Inc,USA,NYSE,USD,Common Stock
GILD,"Gilead Sciences, Inc",USA,NASDAQ,USD,Common Stock
GILT,Gilat Satellite Networks Ltd,USA,NASDAQ,USD,Common Stock
GILXF,Gitennes Exploration Inc,USA,PINK,USD,Common Stock
GIS,"General Mills, Inc",USA,NYSE,USD,Common Stock
GITH,"Global IT Holdings, Inc",USA,OTCCE,USD,Common Stock
GIVSY,Grupo de Inversiones Suramericana S.A,USA,PINK,USD,Common Stock
GIX,"GigCapital2, Inc",USA,NYSE,USD,Common Stock
GIX^,"GigCapital2, Inc. Rights, each exchangeable into one-twentieth of a share of",USA,US,USD,Common Stock
GIX-WT,"GigCapital2, Inc. Warrants exercisable for one share of Common Stock at an exercise price of $11.50 per share",USA,NASDAQ,USD,Common Stock
GJCU,"GJ Culture Group US, Inc",USA,OTCQB,USD,Common Stock
GJH,"STRATS Trust for United States Cellular Corp. Securities, Series 2004-6 STRATS 6.375",USA,NYSE,USD,Common Stock
GJNSF,Gjensidige Forsikring ASA,USA,OTCGREY,USD,Common Stock
GJNSY,Gjensidige Forsikring ASA,USA,PINK,USD,Common Stock
GJO,Strats Trust Wal Mart Stores Inc. STRT CTF 05-4,USA,NYSE,USD,Common Stock
GJP,"STRATS Trust For Dominion Resources Inc. Securities, Series 2005-6",USA,NYSE,USD,Common Stock
GJR,Strats Trust For Procter &amp; Gambel Security CTF 2006-1,USA,NYSE,USD,Common Stock
GJS,"STRATS Trust for Goldman Sachs Group Securities, Series 2006-2",USA,NYSE,USD,Common Stock
GJST,GEO JS Tech Group Corp,USA,PINK,USD,Common Stock
GJT,"Strats(SM) Trust For Allstate Corp Securities, Series 2006-3 06-3 ASSET BKD",USA,NYSE,USD,Common Stock
GKIN,Guskin Gold Corp,USA,PINK,USD,Common Stock
GKIT,"Greenkraft, Inc",USA,PINK,USD,Common Stock
GKOS,Glaukos Corporation,USA,NYSE,USD,Common Stock
GKPRF,Gatekeeper Systems Inc,USA,PINK,USD,Common Stock
GKSDF,"Grupo KUO, S.A.B. de C.V",USA,OTCGREY,USD,Common Stock
GKSGF,Grenke AG,USA,OTCGREY,USD,Common Stock
GKTRF,"GEK TERNA Holdings, Real Estate, Construction S.A",USA,PINK,USD,Common Stock
GL,Globe Life Inc,USA,NYSE,USD,Common Stock
GLAD,Gladstone Capital Corporation,USA,NASDAQ,USD,Common Stock
GLADL,GLADL,USA,NASDAQ,USD,Common Stock
GLAE,"GlassBridge Enterprises, Inc",USA,OTCQB,USD,Common Stock
GLAPF,Glanbia plc,USA,OTCGREY,USD,Common Stock
GLAPY,Glanbia plc,USA,PINK,USD,Common Stock
GLAQ,Globis Acquisition Corp. common stock,USA,NASDAQ,USD,Common Stock
GLAQU,Globis Acquisition Corp,USA,NASDAQ,USD,Common Stock
GLAQW,Globis Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock
GLATF,Global Atomic Corporation,USA,OTCQX,USD,Common Stock
GLAXF,GlaxoSmithKline plc,USA,PINK,USD,Common Stock
GLBB,Global Quest Ltd,USA,OTCCE,USD,Common Stock
GLBD,Global Seed Corporation,USA,PINK,USD,Common Stock
GLBH,"Globaltech Holdings, Inc",USA,PINK,USD,Common Stock
GLBKF,Goldbank Mining Corporation,USA,OTCGREY,USD,Common Stock
GLBLU,Cartesian Growth Corp,USA,NASDAQ,USD,Common Stock
GLBR,"Global Brokerage, Inc",USA,PINK,USD,Common Stock
GLBRF,Global Brands Group Holding Limited,USA,OTCGREY,USD,Common Stock
GLBS,Globus Maritime Limited,USA,NASDAQ,USD,Common Stock
GLBXF,Globex Mining Enterprises Inc,USA,OTCQX,USD,Common Stock
GLBZ,Glen Burnie Bancorp,USA,NASDAQ,USD,Common Stock
GLCC,Good Life China Corporation,USA,OTCCE,USD,Common Stock
GLCNF,Glencore plc,USA,PINK,USD,Common Stock
GLCO,Global Links Corp,USA,PINK,USD,Common Stock
GLDD,Great Lakes Dredge & Dock Corporation,USA,NASDAQ,USD,Common Stock
GLDFF,Golden Leaf Holdings Ltd,USA,OTCQB,USD,Common Stock
GLDG,GoldMining Inc,USA,NYSE MKT,USD,Common Stock
GLDRF,Idaho Champion Gold Mines Canada Inc,USA,OTCQB,USD,Common Stock
GLDXF,Gold X Mining Corp,USA,OTCQX,USD,Common Stock
GLEC,Global Ecology Corp,USA,PINK,USD,Common Stock
GLEEU,Gladstone Acquisition Corp,USA,,USD,Common Stock
GLEO,Galileo Acquisition Corp,USA,NYSE,USD,Common Stock
GLEO-UN,Galileo Acquisition Corp,USA,NASDAQ,USD,Common Stock
GLFGF,Global Fashion Group S.A,USA,PINK,USD,Common Stock
GLFH,"Galenfeha, Inc",USA,PINK,USD,Common Stock
GLFN,McHenry Metals Golf Corp,USA,OTCGREY,USD,Common Stock
GLG,"TD Holdings, Inc",USA,NASDAQ,USD,Common Stock
GLGDF,GoGold Resources Inc,USA,OTCQX,USD,Common Stock
GLGI,"Greystone Logistics, Inc",USA,OTCQB,USD,Common Stock
GLGLF,GLG Life Tech Corporation,USA,OTCGREY,USD,Common Stock
GLHAU,Glass Houses Acquisition Corp. Unit,USA,NASDAQ,USD,Common Stock
GLHD,"PSH Group Holding, Inc",USA,PINK,USD,Common Stock
GLHRF,Golden Harp Resources Inc,USA,OTCGREY,USD,Common Stock
GLIIF,Glacier Lake Resources Inc,USA,PINK,USD,Common Stock
GLIOF,GLIOF,USA,PINK,USD,Common Stock
GLKFF,Raise Production Inc,USA,OTCGREY,USD,Common Stock
GLKIF,Great Lakes Graphite Inc,USA,PINK,USD,Common Stock
GLLA,Gilla Inc,USA,OTCCE,USD,Common Stock
GLLGF,Global Graphics SE,USA,PINK,USD,Common Stock
GLLHF,Goldlion Holdings Limited,USA,PINK,USD,Common Stock
GLLL,"Glacial Lakes Corn Processors, Inc. COM UNIT CAP",USA,OTCGREY,USD,Common Stock
GLLOF,Galileo Japan Trust,USA,OTCGREY,USD,Common Stock
GLMD,Galmed Pharmaceuticals Ltd,USA,NASDAQ,USD,Common Stock
GLMFF,Glacier Media Inc,USA,OTCGREY,USD,Common Stock
GLNCY,Glencore plc,USA,PINK,USD,Common Stock
GLNG,Golar LNG Limited,USA,NASDAQ,USD,Common Stock
GLNS,Golden Star Resource Corp ,USA,OTCQB,USD,Common Stock
GLOB,Globant S.A,USA,NYSE,USD,Common Stock
GLOG,GasLog Ltd,USA,NYSE,USD,Common Stock
GLOH,"Glow Holdings, Inc",USA,PINK,USD,Common Stock
GLOP,GasLog Partners LP,USA,NYSE,USD,Common Stock
GLP,Global Partners LP,USA,NYSE,USD,Common Stock
GLP-P-B,GLP-P-B,USA,NYSE,USD,Common Stock
GLPEF,"Galp Energia, SGPS, S.A",USA,OTCGREY,USD,Common Stock
GLPEY,"Galp Energia, SGPS, S.A",USA,PINK,USD,Common Stock
GLPG,Galapagos NV,USA,NASDAQ,USD,Common Stock
GLPGF,Galapagos NV,USA,OTCGREY,USD,Common Stock
GLPH,"Gala Pharmaceutical, Inc",USA,OTCCE,USD,Common Stock
GLPI,"Gaming and Leisure Properties, Inc",USA,NASDAQ,USD,Common Stock
GLPRP,GLPRP,USA,PINK,USD,Common Stock
GLPT,"Global Profit Technologies, Inc",USA,PINK,USD,Common Stock
GLRE,"Greenlight Capital Re, Ltd",USA,NASDAQ,USD,Common Stock
GLRI,Glori Energy Inc,USA,PINK,USD,Common Stock
GLRP,Glen Rose Petroleum Corporation,USA,PINK,USD,Common Stock
GLSEF,Glorious Sun Enterprises Limited,USA,PINK,USD,Common Stock
GLSI,"Greenwich LifeSciences, Inc",USA,NASDAQ,USD,Common Stock
GLSPU,"Global SPAC Partners Co,",USA,,USD,Common Stock
GLT,Glatfelter Corporation,USA,NYSE,USD,Common Stock
GLTC,"GelTech Solutions, Inc",USA,PINK,USD,Common Stock
GLTO,"Galecto, Inc",USA,NASDAQ,USD,Common Stock
GLTVF,Globaltrans Investment Plc,USA,OTCGREY,USD,Common Stock
GLU,The Gabelli Global Utility & Income Trust,USA,NYSE MKT,USD,Common Stock
GLUC,"Glucose Health, Inc",USA,PINK,USD,Common Stock
GLUU,Glu Mobile Inc,USA,NASDAQ,USD,Common Stock
GLUX,"Great Lakes Aviation, Ltd",USA,PINK,USD,Common Stock
GLVHF,GLVHF,USA,PINK,USD,Common Stock
GLVMF,Golden Valley Mines Ltd,USA,OTCQX,USD,Common Stock
GLVNF,Gallant Venture Ltd,USA,PINK,USD,Common Stock
GLW,Corning Incorporated,USA,NYSE,USD,Common Stock
GLWA,Global Water Asset Corp,USA,OTCCE,USD,Common Stock
GLXZ,"Galaxy Gaming, Inc",USA,OTCQB,USD,Common Stock
GLYC,"GlycoMimetics, Inc",USA,NASDAQ,USD,Common Stock
GLYE,"GlyEco, Inc",USA,PINK,USD,Common Stock
GLYYY,Glory Ltd,USA,PINK,USD,Common Stock
GM,General Motors Company,USA,NYSE,USD,Common Stock
GMAB,Genmab A/S,USA,NASDAQ,USD,Common Stock
GMALF,Genting Malaysia Berhad,USA,PINK,USD,Common Stock
GMALY,Genting Malaysia Berhad,USA,PINK,USD,Common Stock
GMBKF,"The Gunma Bank, Ltd",USA,OTCGREY,USD,Common Stock
GMBL,"Esports Entertainment Group, Inc",USA,NASDAQ,USD,Common Stock
GMBLW,"Esports Entertainment Group, Inc",USA,NASDAQ,USD,Common Stock
GMBT,Queen's Gambit Growth Capital Class A Ordinary Share,USA,NASDAQ,USD,Common Stock
GMBTU,Queen's Gambit Growth Capital,USA,NASDAQ,USD,Common Stock
GMBTW,Queen's Gambit Growth Capital Warrant,USA,NASDAQ,USD,Common Stock
GMBXF,"Grupo México, S.A.B. de C.V",USA,PINK,USD,Common Stock
GMDA,Gamida Cell Ltd,USA,NASDAQ,USD,Common Stock
GMDMF,Gem Diamonds Limited,USA,PINK,USD,Common Stock
GMDP,"Global Medical Products Holdings, Inc",USA,OTCCE,USD,Common Stock
GME,GameStop Corp,USA,NYSE,USD,Common Stock
GMED,"Globus Medical, Inc",USA,NYSE,USD,Common Stock
GMEI,"Gambit Energy, Inc",USA,OTCCE,USD,Common Stock
GMELF,GOME Retail Holdings Limited,USA,OTCGREY,USD,Common Stock
GMELY,GOME Retail Holdings Limited,USA,PINK,USD,Common Stock
GMER,"Good Gaming, Inc",USA,PINK,USD,Common Stock
GMEV,"GME Innotainment, Inc",USA,PINK,USD,Common Stock
GMGI,"Golden Matrix Group, Inc",USA,PINK,USD,Common Stock
GMGSF,Goodman Group,USA,PINK,USD,Common Stock
GMHLF,GAM Holding AG,USA,PINK,USD,Common Stock
GMHLY,GAM Holding AG,USA,PINK,USD,Common Stock
GMICF,Sagen MI Canada Inc,USA,PINK,USD,Common Stock
GMII,"Gores Metropoulos II, Inc. Class A Common Stock",USA,NASDAQ,USD,Common Stock
GMIIU,"Gores Metropoulos II, Inc",USA,NASDAQ,USD,Common Stock
GMIIW,"Gores Metropoulos II, Inc. Warrants",USA,NASDAQ,USD,Common Stock
GMKKY,"Gruma, S.A.B. de C.V",USA,OTCGREY,USD,Common Stock
GMLP,Golar LNG Partners LP,USA,NASDAQ,USD,Common Stock
GMLPP,Golar LNG Partners LP 8.75% CUM PFD A,USA,NASDAQ,USD,Common Stock
GMMVF,G Medical Innovations Holdings Ltd,USA,PINK,USD,Common Stock
GMND,Green Mountain Development Corp,USA,PINK,USD,Common Stock
GMNFF,GobiMin Inc,USA,OTCGREY,USD,Common Stock
GMNI,Gemini Group Global Corp,USA,PINK,USD,Common Stock
GMNNF,Gamenet Group S.p.A,USA,PINK,USD,Common Stock
GMNTF,Gaumont SA,USA,OTCGREY,USD,Common Stock
GMOFF,"GMO Financial Gate, Inc",USA,PINK,USD,Common Stock
GMOLQ,"General Moly, Inc",USA,PINK,USD,Common Stock
GMOYF,"GMO Internet, Inc",USA,PINK,USD,Common Stock
GMPFF,GMP Capital Inc,USA,PINK,USD,Common Stock
GMPR,Gourmet Provisions International Corporation,USA,PINK,USD,Common Stock
GMPUF,"Gestamp Automoción, S.A",USA,PINK,USD,Common Stock
GMPW,GiveMePower Corporation,USA,OTCCE,USD,Common Stock
GMPXF,RF Capital Group Inc,USA,PINK,USD,Common Stock
GMRE,Global Medical REIT Inc,USA,NYSE,USD,Common Stock
GMRSF,GME Resources Limited,USA,OTCGREY,USD,Common Stock
GMS,GMS Inc,USA,NYSE,USD,Common Stock
GMSC,Grand Entertainment & Music Inc,USA,OTCCE,USD,Common Stock
GMSQF,Gamesquare Esports Inc,USA,PINK,USD,Common Stock
GMTA,GATX Corporation SR NT 2066,USA,NYSE,USD,Common Stock
GMTNF,Gold Mountain Mining Corp,USA,PINK,USD,Common Stock
GMTX,"Gemini Therapeutics, Inc. Common Stock",USA,NASDAQ,USD,Common Stock
GMUAF,Gamuda Berhad,USA,OTCGREY,USD,Common Stock
GMVHF,Entain Plc,USA,PINK,USD,Common Stock
GMVHY,Entain Plc,USA,PINK,USD,Common Stock
GMVMF,GMV Minerals Inc,USA,OTCQB,USD,Common Stock
GMVP,"Gridiron BioNutrients, Inc",USA,OTCQB,USD,Common Stock
GMVPD,"Gridiron BioNutrients, Inc",USA,OTCQB,USD,Common Stock
GMWKF,Games Workshop Group PLC,USA,PINK,USD,Common Stock
GMXDF,"Grupo Mexicano de Desarrollo, S.A.B",USA,PINK,USD,Common Stock
GMXTF,"GMéxico Transportes, S.A.B. de C.V",USA,PINK,USD,Common Stock
GMYOY,GMO Internet Adr,USA,OTCGREY,USD,Common Stock
GMYTF,"GMO Payment Gateway, Inc",USA,OTCGREY,USD,Common Stock
GMZP,GEMZ Corporation,USA,PINK,USD,Common Stock
GNAC,Group Nine Acquisition Corp,USA,NASDAQ,USD,Common Stock
GNACU,Group Nine Acquisition Corp,USA,NASDAQ,USD,Common Stock
GNACW,Group Nine Acquisition Corp,USA,NASDAQ,USD,Common Stock
GNAL,"Generation Alpha, Inc",USA,OTCQB,USD,Common Stock
GNBF,"GNB Financial Services, Inc",USA,PINK,USD,Common Stock
GNBT,Generex Biotechnology Corporation,USA,OTCQB,USD,Common Stock
GNCA,"Genocea Biosciences, Inc",USA,NASDAQ,USD,Common Stock
GNCC,Genco Corporation,USA,OTCCE,USD,Common Stock
GNCGF,Greencore Group plc,USA,PINK,USD,Common Stock
GNCGY,Greencore Group plc,USA,PINK,USD,Common Stock
GNCLF,Gencell Ltd,USA,PINK,USD,Common Stock
GNCNF,Gencan Capital Inc,USA,OTCGREY,USD,Common Stock
GNCP,"GNCC Capital, Inc",USA,PINK,USD,Common Stock
GNE,Genie Energy Ltd,USA,NYSE,USD,Common Stock
GNENF,"Ganfeng Lithium Co., Ltd",USA,PINK,USD,Common Stock
GNENY,"Ganfeng Lithium Co., Ltd",USA,PINK,USD,Common Stock
GNFT,Genfit SA,USA,NASDAQ,USD,Common Stock
GNFTF,Genfit SA,USA,PINK,USD,Common Stock
GNGBF,Getinge AB,USA,PINK,USD,Common Stock
GNGBY,Getinge AB,USA,PINK,USD,Common Stock
GNGR,"Gunther Grant, Inc",USA,PINK,USD,Common Stock
GNGT,"Golden Gate Partners, Inc",USA,OTCCE,USD,Common Stock
GNGXF,Inventus Mining Corp,USA,OTCGREY,USD,Common Stock
GNGYF,Guangshen Railway Company Limited,USA,PINK,USD,Common Stock
GNHAF,Vifor Pharma AG,USA,PINK,USD,Common Stock
GNHAY,Vifor Pharma AG,USA,PINK,USD,Common Stock
GNHRF,Arian Resources Corp,USA,PINK,USD,Common Stock
GNIIF,GNI Group Ltd,USA,OTCGREY,USD,Common Stock
GNK,Genco Shipping & Trading Limited,USA,NYSE,USD,Common Stock
GNKWF,Genco Shipping & Trading Limited,USA,PINK,USD,Common Stock
GNL,"Global Net Lease, Inc",USA,NYSE,USD,Common Stock
GNL-P-B,GNL-P-B,USA,NYSE,USD,Common Stock
GNLAF,Genesis Land Development Corp,USA,OTCGREY,USD,Common Stock
GNLKQ,"GeneLink, Inc",USA,PINK,USD,Common Stock
GNLN,"Greenlane Holdings, Inc",USA,NASDAQ,USD,Common Stock
GNMK,"GenMark Diagnostics, Inc",USA,NASDAQ,USD,Common Stock
GNMLF,"Genomma Lab Internacional, S.A.B. de C.V",USA,PINK,USD,Common Stock
GNMP,The General Chemical Group Inc,USA,OTCCE,USD,Common Stock
GNMSF,Genmab A/S,USA,PINK,USD,Common Stock
GNNDY,GN Store Nord A/S,USA,PINK,USD,Common Stock
GNNSF,Genscript Biotech Corporation,USA,OTCGREY,USD,Common Stock
GNOG,"Golden Nugget Online Gaming, Inc",USA,NASDAQ,USD,Common Stock
GNOGW,"Golden Nugget Online Gaming, Inc",USA,NASDAQ,USD,Common Stock
GNOLF,Genoil Inc,USA,OTCCE,USD,Common Stock
GNOW,"American Caresource Holdings, Inc",USA,PINK,USD,Common Stock
GNPG,"Green Planet Group, Inc",USA,PINK,USD,Common Stock
GNPK,Genesis Park Acquisition Corp,USA,NYSE,USD,Common Stock
GNPK-U,GNPK-U,USA,NYSE,USD,Common Stock
GNPK-WS,GNPK-WS,USA,NYSE,USD,Common Stock
GNPT,"GreenParts International, Inc",USA,OTCCE,USD,Common Stock
GNPX,"Genprex, Inc",USA,NASDAQ,USD,Common Stock
